IBDD-CC,IBDD-ACC,IBDD-MS,IBDD-DyS,real_IBDD,baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline,IKS-CC,IKS-ACC,IKS-MS,IKS-DyS,real_IKS
0.8,0.72,0.87,1.0,0.8,0.64,0.79,0.89,0.86,0.8,0.8,0.71,0.85,0.94,0.8
0.8,0.72,0.87,1.0,0.8,0.64,0.79,0.89,0.86,0.8,0.8,0.71,0.85,0.94,0.8
0.8,0.72,0.87,0.99,0.79,0.63,0.77,0.87,0.85,0.79,0.8,0.71,0.85,0.94,0.79
0.81,0.74,0.88,0.99,0.8,0.64,0.79,0.89,0.87,0.8,0.81,0.73,0.88,0.95,0.8
0.81,0.74,0.88,1.0,0.81,0.64,0.79,0.88,0.87,0.81,0.81,0.73,0.88,0.95,0.81
0.81,0.74,0.88,1.0,0.81,0.64,0.79,0.89,0.87,0.81,0.81,0.73,0.88,0.95,0.81
0.81,0.74,0.88,1.0,0.81,0.65,0.8,0.91,0.88,0.81,0.81,0.73,0.88,0.95,0.81
0.81,0.74,0.88,1.0,0.81,0.65,0.8,0.91,0.88,0.81,0.81,0.73,0.88,0.95,0.81
0.81,0.74,0.88,1.0,0.81,0.65,0.8,0.9,0.88,0.81,0.81,0.73,0.88,0.95,0.81
0.81,0.74,0.88,1.0,0.81,0.66,0.82,0.91,0.89,0.81,0.81,0.73,0.88,0.95,0.81
0.8,0.72,0.87,0.98,0.8,0.65,0.8,0.89,0.88,0.8,0.8,0.71,0.87,0.93,0.8
0.81,0.74,0.88,0.99,0.8,0.66,0.82,0.91,0.89,0.8,0.81,0.73,0.88,0.94,0.8
0.81,0.74,0.88,0.99,0.81,0.66,0.82,0.91,0.89,0.81,0.81,0.73,0.88,0.94,0.81
0.81,0.74,0.88,0.99,0.81,0.66,0.82,0.91,0.89,0.81,0.81,0.73,0.88,0.94,0.81
0.82,0.77,0.9,0.99,0.81,0.67,0.84,0.92,0.91,0.81,0.82,0.76,0.9,0.94,0.81
0.83,0.79,0.92,1.0,0.82,0.68,0.85,0.94,0.94,0.82,0.83,0.78,0.92,0.95,0.82
0.83,0.79,0.92,1.0,0.82,0.69,0.87,0.95,0.95,0.82,0.83,0.78,0.92,0.95,0.82
0.83,0.79,0.92,1.0,0.82,0.69,0.87,0.95,0.95,0.82,0.83,0.78,0.92,0.95,0.82
0.83,0.79,0.92,1.0,0.82,0.7,0.89,0.96,0.95,0.82,0.83,0.78,0.92,0.95,0.82
0.83,0.79,0.92,0.99,0.82,0.7,0.89,0.95,0.95,0.82,0.83,0.78,0.92,0.95,0.82
0.83,0.79,0.92,0.99,0.82,0.7,0.89,0.95,0.95,0.82,0.83,0.78,0.92,0.95,0.82
0.83,0.79,0.92,0.99,0.82,0.7,0.89,0.96,0.95,0.82,0.83,0.78,0.92,0.95,0.82
0.83,0.79,0.92,0.99,0.82,0.7,0.89,0.96,0.95,0.82,0.83,0.78,0.92,0.95,0.82
0.84,0.81,0.94,1.0,0.82,0.71,0.9,0.98,0.97,0.82,0.84,0.8,0.94,0.96,0.82
0.84,0.81,0.94,1.0,0.83,0.71,0.9,0.98,0.97,0.83,0.84,0.8,0.94,0.96,0.83
0.84,0.81,0.94,1.0,0.83,0.72,0.92,0.98,0.98,0.83,0.84,0.8,0.94,0.95,0.83
0.84,0.81,0.94,1.0,0.83,0.72,0.92,0.98,0.98,0.83,0.84,0.8,0.94,0.95,0.83
0.85,0.84,0.96,1.0,0.83,0.73,0.93,1.0,1.0,0.83,0.85,0.83,0.96,0.96,0.83
0.86,0.86,0.98,1.0,0.84,0.74,0.95,1.0,1.0,0.84,0.86,0.85,0.98,0.97,0.84
0.86,0.86,0.98,1.0,0.85,0.74,0.95,1.0,1.0,0.85,0.86,0.85,0.98,0.97,0.85
0.86,0.86,0.98,1.0,0.85,0.74,0.95,1.0,1.0,0.85,0.86,0.85,0.98,0.96,0.85
0.86,0.86,0.98,1.0,0.85,0.74,0.95,1.0,1.0,0.85,0.86,0.85,0.96,0.96,0.85
0.86,0.86,0.98,1.0,0.85,0.74,0.95,1.0,1.0,0.85,0.86,0.85,0.94,0.96,0.85
0.86,0.86,0.98,1.0,0.85,0.74,0.95,1.0,1.0,0.85,0.86,0.85,0.93,0.96,0.85
0.86,0.86,0.96,1.0,0.85,0.74,0.95,1.0,1.0,0.85,0.86,0.85,0.91,0.96,0.85
0.87,0.88,0.98,1.0,0.84,0.75,0.97,1.0,1.0,0.84,0.87,0.88,0.94,0.96,0.84
0.85,0.85,0.93,1.0,0.85,0.76,0.98,1.0,1.0,0.85,0.87,0.88,0.94,0.96,0.85
0.86,0.87,0.95,1.0,0.85,0.77,1.0,1.0,1.0,0.85,0.88,0.9,1.0,0.98,0.85
0.87,0.89,0.97,1.0,0.86,0.78,1.0,1.0,1.0,0.86,0.89,0.93,1.0,0.99,0.86
0.87,0.89,0.97,1.0,0.87,0.78,1.0,1.0,1.0,0.87,0.89,0.93,1.0,0.99,0.87
0.87,0.89,0.97,1.0,0.87,0.78,1.0,1.0,1.0,0.87,0.89,0.93,1.0,0.99,0.87
0.87,0.89,0.97,1.0,0.87,0.78,1.0,1.0,1.0,0.87,0.89,0.93,1.0,0.99,0.87
0.87,0.89,0.97,1.0,0.86,0.78,1.0,1.0,1.0,0.86,0.89,0.93,1.0,0.99,0.86
0.87,0.89,0.97,1.0,0.85,0.78,1.0,1.0,1.0,0.85,0.89,0.93,1.0,0.99,0.85
0.87,0.89,0.97,1.0,0.84,0.78,1.0,1.0,1.0,0.84,0.89,0.93,1.0,0.99,0.84
0.88,0.91,0.98,1.0,0.83,0.79,1.0,1.0,1.0,0.83,0.9,0.95,1.0,0.99,0.83
0.88,0.91,0.98,1.0,0.84,0.79,1.0,1.0,1.0,0.84,0.9,0.95,1.0,0.99,0.84
0.89,0.92,0.99,1.0,0.83,0.8,1.0,1.0,1.0,0.83,0.91,0.98,1.0,1.0,0.83
0.89,0.92,0.99,1.0,0.83,0.81,1.0,1.0,1.0,0.83,0.91,0.98,1.0,1.0,0.83
0.89,0.92,0.99,1.0,0.82,0.82,1.0,1.0,1.0,0.82,0.91,0.98,1.0,1.0,0.82
0.89,0.92,0.99,1.0,0.82,0.82,1.0,1.0,1.0,0.82,0.91,0.98,1.0,1.0,0.82
0.9,0.94,1.0,1.0,0.82,0.82,1.0,1.0,1.0,0.82,0.92,1.0,1.0,1.0,0.82
0.9,0.94,1.0,1.0,0.83,0.83,1.0,1.0,1.0,0.83,0.92,1.0,1.0,1.0,0.83
0.9,0.94,1.0,1.0,0.83,0.84,1.0,1.0,1.0,0.83,0.92,1.0,1.0,1.0,0.83
0.91,0.96,1.0,1.0,0.83,0.85,1.0,1.0,1.0,0.83,0.92,1.0,1.0,1.0,0.83
0.91,0.96,1.0,1.0,0.84,0.85,1.0,1.0,1.0,0.84,0.92,1.0,1.0,1.0,0.84
0.91,0.96,1.0,1.0,0.83,0.86,1.0,1.0,1.0,0.83,0.92,1.0,1.0,1.0,0.83
0.91,0.96,1.0,1.0,0.83,0.86,1.0,1.0,1.0,0.83,0.92,1.0,1.0,1.0,0.83
0.91,0.96,1.0,1.0,0.82,0.86,1.0,1.0,1.0,0.82,0.92,1.0,1.0,1.0,0.82
0.91,0.96,1.0,1.0,0.82,0.87,1.0,1.0,1.0,0.82,0.93,1.0,1.0,1.0,0.82
0.91,0.96,1.0,1.0,0.82,0.87,1.0,1.0,1.0,0.82,0.93,1.0,1.0,1.0,0.82
0.91,0.96,1.0,1.0,0.82,0.87,1.0,1.0,1.0,0.82,0.93,1.0,1.0,1.0,0.82
0.91,0.96,1.0,1.0,0.82,0.87,1.0,1.0,1.0,0.82,0.93,1.0,1.0,1.0,0.82
0.91,0.96,1.0,1.0,0.82,0.87,1.0,1.0,1.0,0.82,0.93,1.0,1.0,1.0,0.82
0.91,0.96,1.0,1.0,0.82,0.88,1.0,1.0,1.0,0.82,0.94,1.0,1.0,1.0,0.82
0.91,0.96,1.0,1.0,0.82,0.88,1.0,1.0,1.0,0.82,0.94,1.0,1.0,1.0,0.82
0.91,0.96,1.0,1.0,0.82,0.88,1.0,1.0,1.0,0.82,0.94,1.0,1.0,1.0,0.82
0.9,0.94,1.0,1.0,0.81,0.87,1.0,1.0,1.0,0.81,0.93,1.0,1.0,1.0,0.81
0.91,0.96,1.0,1.0,0.8,0.88,1.0,1.0,1.0,0.8,0.94,1.0,1.0,1.0,0.8
0.91,0.96,1.0,1.0,0.81,0.88,1.0,1.0,1.0,0.81,0.94,1.0,1.0,1.0,0.81
0.91,0.96,1.0,1.0,0.81,0.88,1.0,1.0,1.0,0.81,0.94,1.0,1.0,1.0,0.81
0.81,0.77,0.86,0.95,0.81,0.88,1.0,1.0,1.0,0.81,0.94,1.0,1.0,1.0,0.81
0.81,0.77,0.86,0.95,0.81,0.88,1.0,1.0,1.0,0.81,0.94,1.0,1.0,1.0,0.81
0.81,0.77,0.86,0.95,0.81,0.88,1.0,1.0,1.0,0.81,0.94,1.0,1.0,1.0,0.81
0.82,0.79,0.87,0.96,0.81,0.89,1.0,1.0,1.0,0.81,0.94,1.0,1.0,1.0,0.81
0.82,0.79,0.87,0.96,0.82,0.89,1.0,1.0,1.0,0.82,0.94,1.0,1.0,1.0,0.82
0.82,0.79,0.87,0.96,0.81,0.89,1.0,1.0,1.0,0.81,0.94,1.0,1.0,1.0,0.81
0.83,0.81,0.89,0.96,0.8,0.9,1.0,1.0,1.0,0.8,0.95,1.0,1.0,1.0,0.8
0.83,0.81,0.89,0.96,0.81,0.91,1.0,1.0,1.0,0.81,0.95,1.0,1.0,1.0,0.81
0.84,0.83,0.91,0.97,0.81,0.92,1.0,1.0,1.0,0.81,0.95,1.0,1.0,1.0,0.81
0.84,0.83,0.91,0.97,0.82,0.92,1.0,1.0,1.0,0.82,0.95,1.0,1.0,1.0,0.82
0.84,0.83,0.91,0.97,0.82,0.93,1.0,1.0,1.0,0.82,0.96,1.0,1.0,1.0,0.82
0.84,0.83,0.91,0.97,0.81,0.93,1.0,1.0,1.0,0.81,0.96,1.0,1.0,1.0,0.81
0.84,0.83,0.91,0.97,0.81,0.93,1.0,1.0,1.0,0.81,0.96,1.0,1.0,1.0,0.81
0.84,0.83,0.91,0.97,0.81,0.94,1.0,1.0,1.0,0.81,0.96,1.0,1.0,1.0,0.81
0.84,0.83,0.91,0.97,0.81,0.94,1.0,1.0,1.0,0.81,0.96,1.0,1.0,1.0,0.81
0.84,0.83,0.91,0.97,0.81,0.94,1.0,1.0,1.0,0.81,0.96,1.0,1.0,1.0,0.81
0.84,0.83,0.91,0.97,0.81,0.94,1.0,1.0,1.0,0.81,0.96,1.0,1.0,1.0,0.81
0.84,0.83,0.91,0.97,0.81,0.94,1.0,1.0,1.0,0.81,0.96,1.0,1.0,1.0,0.81
0.84,0.83,0.91,0.97,0.81,0.94,1.0,1.0,1.0,0.81,0.96,1.0,1.0,1.0,0.81
0.84,0.83,0.91,0.97,0.81,0.94,1.0,1.0,1.0,0.81,0.96,1.0,1.0,1.0,0.81
0.84,0.83,0.91,0.97,0.81,0.94,1.0,1.0,1.0,0.81,0.96,1.0,1.0,1.0,0.81
0.84,0.83,0.91,0.97,0.8,0.94,1.0,1.0,1.0,0.8,0.96,1.0,1.0,1.0,0.8
0.84,0.83,0.91,0.97,0.8,0.95,1.0,1.0,1.0,0.8,0.96,1.0,1.0,1.0,0.8
0.84,0.83,0.91,0.97,0.8,0.95,1.0,1.0,1.0,0.8,0.96,1.0,1.0,1.0,0.8
0.84,0.83,0.91,0.97,0.8,0.96,1.0,1.0,1.0,0.8,0.96,1.0,1.0,1.0,0.8
0.8,0.73,0.84,0.93,0.8,0.96,1.0,1.0,1.0,0.8,0.96,1.0,1.0,1.0,0.8
0.81,0.75,0.86,0.94,0.8,0.97,1.0,1.0,1.0,0.8,0.97,1.0,1.0,1.0,0.8
0.81,0.75,0.86,0.94,0.81,0.97,1.0,1.0,1.0,0.81,0.97,1.0,1.0,1.0,0.81
0.81,0.75,0.86,0.94,0.81,0.97,1.0,1.0,1.0,0.81,0.97,1.0,1.0,1.0,0.81
0.81,0.75,0.86,0.94,0.81,0.97,1.0,1.0,1.0,0.81,0.97,1.0,1.0,1.0,0.81
0.81,0.75,0.86,0.94,0.81,0.97,1.0,1.0,1.0,0.81,0.97,1.0,1.0,1.0,0.81
0.82,0.77,0.93,0.95,0.81,0.98,1.0,1.0,1.0,0.81,0.98,1.0,1.0,1.0,0.81
0.82,0.77,0.93,0.95,0.82,0.98,1.0,1.0,1.0,0.82,0.98,1.0,1.0,1.0,0.82
0.82,0.77,0.93,0.95,0.82,0.98,1.0,1.0,1.0,0.82,0.98,1.0,1.0,1.0,0.82
0.82,0.77,0.93,0.96,0.82,0.98,1.0,1.0,1.0,0.82,0.98,1.0,1.0,1.0,0.82
0.82,0.77,0.93,0.96,0.82,0.98,1.0,1.0,1.0,0.82,0.98,1.0,1.0,1.0,0.82
0.82,0.77,0.93,0.96,0.82,0.98,1.0,1.0,1.0,0.82,0.98,1.0,1.0,1.0,0.82
0.82,0.77,0.93,0.96,0.82,0.98,1.0,1.0,1.0,0.82,0.98,1.0,1.0,1.0,0.82
0.82,0.77,0.93,0.96,0.82,0.98,1.0,1.0,1.0,0.82,0.98,1.0,1.0,1.0,0.82
0.83,0.8,1.0,0.97,0.81,0.99,1.0,1.0,1.0,0.81,0.99,1.0,1.0,1.0,0.81
0.83,0.8,1.0,0.97,0.82,0.99,1.0,1.0,1.0,0.82,0.99,1.0,1.0,1.0,0.82
0.83,0.8,1.0,0.97,0.81,0.99,1.0,1.0,1.0,0.81,0.99,1.0,1.0,1.0,0.81
0.83,0.8,1.0,0.97,0.81,0.99,1.0,1.0,1.0,0.81,0.99,1.0,1.0,1.0,0.81
0.83,0.8,1.0,0.97,0.81,0.99,1.0,1.0,1.0,0.81,0.99,1.0,1.0,1.0,0.81
0.83,0.8,1.0,0.97,0.81,0.99,1.0,1.0,1.0,0.81,0.99,1.0,1.0,1.0,0.81
0.84,0.82,1.0,0.98,0.81,0.99,1.0,1.0,1.0,0.81,0.99,1.0,1.0,1.0,0.81
0.84,0.82,1.0,0.98,0.82,0.99,1.0,1.0,1.0,0.82,0.99,1.0,1.0,1.0,0.82
0.84,0.82,1.0,0.98,0.82,0.99,1.0,1.0,1.0,0.82,0.99,1.0,1.0,1.0,0.82
0.84,0.82,1.0,0.98,0.82,0.99,1.0,1.0,1.0,0.82,0.99,1.0,1.0,1.0,0.82
0.84,0.82,1.0,0.98,0.82,0.99,1.0,1.0,1.0,0.82,0.99,1.0,1.0,1.0,0.82
0.84,0.82,1.0,0.98,0.82,0.99,1.0,1.0,1.0,0.82,0.99,1.0,1.0,1.0,0.82
0.84,0.82,1.0,0.98,0.82,0.99,1.0,1.0,1.0,0.82,0.99,1.0,1.0,1.0,0.82
0.82,0.74,0.95,0.96,0.82,0.99,1.0,1.0,1.0,0.82,0.99,1.0,1.0,1.0,0.82
0.82,0.74,0.95,0.96,0.82,0.99,1.0,1.0,1.0,0.82,0.99,1.0,1.0,1.0,0.82
0.82,0.74,0.95,0.96,0.82,0.99,1.0,1.0,1.0,0.82,0.99,1.0,1.0,1.0,0.82
0.82,0.74,0.95,0.96,0.82,0.99,1.0,1.0,1.0,0.82,0.99,1.0,1.0,1.0,0.82
0.82,0.74,0.95,0.95,0.81,0.98,1.0,1.0,1.0,0.81,0.99,1.0,1.0,1.0,0.81
0.82,0.74,0.95,0.95,0.81,0.98,1.0,1.0,1.0,0.81,0.99,1.0,1.0,1.0,0.81
0.82,0.74,0.95,0.95,0.81,0.98,1.0,1.0,1.0,0.81,0.99,1.0,1.0,1.0,0.81
0.82,0.74,0.95,0.95,0.81,0.98,1.0,1.0,1.0,0.81,0.99,1.0,1.0,1.0,0.81
0.81,0.72,0.93,0.94,0.81,0.97,1.0,1.0,1.0,0.81,0.98,1.0,1.0,1.0,0.81
0.81,0.72,0.93,0.95,0.81,0.97,1.0,1.0,1.0,0.81,0.98,1.0,1.0,1.0,0.81
0.81,0.72,0.93,0.95,0.81,0.97,1.0,1.0,1.0,0.81,0.81,0.73,0.97,0.89,0.81
0.81,0.72,0.93,0.95,0.81,0.97,1.0,1.0,1.0,0.81,0.81,0.73,0.97,0.9,0.81
0.82,0.74,0.95,0.96,0.81,0.97,1.0,1.0,1.0,0.81,0.82,0.76,0.98,0.91,0.81
0.82,0.74,0.95,0.96,0.82,0.97,1.0,1.0,1.0,0.82,0.82,0.76,0.98,0.91,0.82
0.82,0.74,0.95,0.96,0.82,0.97,1.0,1.0,1.0,0.82,0.82,0.76,0.98,0.91,0.82
0.82,0.74,0.95,0.96,0.82,0.97,1.0,1.0,1.0,0.82,0.82,0.76,0.98,0.91,0.82
0.82,0.74,0.95,0.96,0.82,0.97,1.0,1.0,1.0,0.82,0.82,0.76,0.98,0.91,0.82
0.82,0.74,0.95,0.96,0.82,0.97,1.0,1.0,1.0,0.82,0.82,0.76,0.98,0.91,0.82
0.82,0.74,0.95,0.96,0.82,0.97,1.0,1.0,1.0,0.82,0.82,0.76,0.98,0.91,0.82
0.83,0.77,0.97,0.97,0.82,0.97,1.0,1.0,1.0,0.82,0.83,0.78,1.0,0.92,0.82
0.84,0.79,0.98,0.98,0.83,0.97,1.0,1.0,1.0,0.83,0.84,0.8,1.0,0.93,0.83
0.85,0.81,0.99,0.99,0.84,0.97,1.0,1.0,1.0,0.84,0.85,0.82,1.0,0.95,0.84
0.86,0.84,1.0,1.0,0.85,0.97,1.0,1.0,1.0,0.85,0.86,0.84,1.0,0.96,0.85
0.86,0.84,1.0,1.0,0.86,0.97,1.0,1.0,1.0,0.86,0.86,0.84,1.0,0.96,0.86
0.87,0.86,1.0,1.0,0.86,0.97,1.0,1.0,1.0,0.86,0.87,0.87,1.0,0.97,0.86
0.88,0.88,1.0,1.0,0.87,0.97,1.0,1.0,1.0,0.87,0.88,0.89,1.0,0.99,0.87
0.89,0.91,1.0,1.0,0.88,0.97,1.0,1.0,1.0,0.88,0.89,0.91,1.0,1.0,0.88
0.89,0.91,1.0,1.0,0.89,0.97,1.0,1.0,1.0,0.89,0.89,0.91,1.0,1.0,0.89
0.89,0.91,1.0,1.0,0.89,0.97,1.0,1.0,1.0,0.89,0.89,0.91,1.0,1.0,0.89
0.89,0.91,1.0,1.0,0.89,0.97,1.0,1.0,1.0,0.89,0.89,0.91,1.0,1.0,0.89
0.89,0.91,1.0,1.0,0.89,0.97,1.0,1.0,1.0,0.89,0.89,0.91,1.0,1.0,0.89
0.89,0.91,1.0,1.0,0.89,0.97,1.0,1.0,1.0,0.89,0.89,0.91,1.0,1.0,0.89
0.89,0.91,1.0,1.0,0.89,0.97,1.0,1.0,1.0,0.89,0.89,0.91,1.0,1.0,0.89
0.9,0.93,1.0,1.0,0.89,0.97,1.0,1.0,1.0,0.89,0.9,0.93,1.0,1.0,0.89
0.9,0.91,1.0,1.0,0.9,0.97,1.0,1.0,1.0,0.9,0.9,0.93,1.0,1.0,0.9
0.91,0.93,1.0,1.0,0.9,0.97,1.0,1.0,1.0,0.9,0.91,0.96,1.0,1.0,0.9
0.91,0.93,1.0,1.0,0.91,0.97,1.0,1.0,1.0,0.91,0.91,0.96,1.0,1.0,0.91
0.9,0.91,1.0,1.0,0.91,0.96,1.0,1.0,1.0,0.91,0.9,0.93,1.0,1.0,0.91
0.9,0.91,1.0,1.0,0.91,0.96,1.0,1.0,1.0,0.91,0.9,0.93,1.0,1.0,0.91
0.9,0.91,1.0,1.0,0.91,0.96,1.0,1.0,1.0,0.91,0.9,0.93,1.0,1.0,0.91
0.9,0.91,1.0,1.0,0.91,0.96,1.0,1.0,1.0,0.91,0.9,0.93,1.0,1.0,0.91
0.9,0.91,1.0,1.0,0.91,0.96,1.0,1.0,1.0,0.91,0.9,0.93,1.0,1.0,0.91
0.9,0.91,1.0,1.0,0.91,0.96,1.0,1.0,1.0,0.91,0.9,0.93,1.0,1.0,0.91
0.9,0.91,1.0,1.0,0.9,0.96,1.0,1.0,1.0,0.9,0.9,0.93,1.0,1.0,0.9
0.91,0.93,1.0,1.0,0.89,0.97,1.0,1.0,1.0,0.89,0.91,0.96,1.0,1.0,0.89
0.92,0.96,1.0,1.0,0.89,0.97,1.0,1.0,1.0,0.89,0.92,0.98,1.0,1.0,0.89
0.92,0.96,1.0,1.0,0.9,0.97,1.0,1.0,1.0,0.9,0.92,0.98,1.0,1.0,0.9
0.92,0.96,1.0,1.0,0.9,0.97,1.0,1.0,1.0,0.9,0.92,0.98,1.0,1.0,0.9
0.92,0.96,1.0,1.0,0.9,0.97,1.0,1.0,1.0,0.9,0.92,0.98,1.0,1.0,0.9
0.92,0.96,1.0,1.0,0.89,0.97,1.0,1.0,1.0,0.89,0.92,0.98,1.0,1.0,0.89
0.92,0.96,1.0,1.0,0.89,0.97,1.0,1.0,1.0,0.89,0.92,0.98,1.0,1.0,0.89
0.92,0.96,1.0,1.0,0.89,0.97,1.0,1.0,1.0,0.89,0.92,0.98,1.0,1.0,0.89
0.92,0.96,1.0,1.0,0.89,0.97,1.0,1.0,1.0,0.89,0.92,0.98,1.0,1.0,0.89
0.93,0.98,1.0,1.0,0.89,0.97,1.0,1.0,1.0,0.89,0.93,1.0,1.0,1.0,0.89
0.94,1.0,1.0,1.0,0.9,0.97,1.0,1.0,1.0,0.9,0.94,1.0,1.0,1.0,0.9
0.94,1.0,1.0,1.0,0.91,0.97,1.0,1.0,1.0,0.91,0.94,1.0,1.0,1.0,0.91
0.94,1.0,1.0,1.0,0.9,0.97,1.0,1.0,1.0,0.9,0.94,1.0,1.0,1.0,0.9
0.94,1.0,1.0,1.0,0.9,0.97,1.0,1.0,1.0,0.9,0.94,1.0,1.0,1.0,0.9
0.94,1.0,1.0,1.0,0.89,0.97,1.0,1.0,1.0,0.89,0.94,1.0,1.0,1.0,0.89
0.95,1.0,1.0,1.0,0.89,0.97,1.0,1.0,1.0,0.89,0.95,1.0,1.0,1.0,0.89
0.95,1.0,1.0,1.0,0.9,0.97,1.0,1.0,1.0,0.9,0.95,1.0,1.0,1.0,0.9
0.95,1.0,1.0,1.0,0.9,0.97,1.0,1.0,1.0,0.9,0.95,1.0,1.0,1.0,0.9
0.95,1.0,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89,0.95,1.0,1.0,1.0,0.89
0.95,1.0,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89,0.95,1.0,1.0,1.0,0.89
0.95,1.0,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89,0.95,1.0,1.0,1.0,0.89
0.95,1.0,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89,0.95,1.0,1.0,1.0,0.89
0.95,1.0,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89,0.95,1.0,1.0,1.0,0.89
0.95,1.0,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89,0.95,1.0,1.0,1.0,0.89
0.89,0.9,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89,0.95,1.0,1.0,1.0,0.89
0.9,0.93,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89
0.9,0.93,1.0,1.0,0.9,0.96,1.0,1.0,1.0,0.9,0.96,1.0,1.0,1.0,0.9
0.9,0.93,1.0,1.0,0.9,0.96,1.0,1.0,1.0,0.9,0.96,1.0,1.0,1.0,0.9
0.9,0.93,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89
0.9,0.93,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89
0.9,0.93,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89
0.9,0.93,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89,0.96,1.0,1.0,1.0,0.89
0.9,0.93,1.0,1.0,0.88,0.95,1.0,1.0,1.0,0.88,0.96,1.0,1.0,1.0,0.88
0.9,0.93,1.0,1.0,0.88,0.95,1.0,1.0,1.0,0.88,0.96,1.0,1.0,1.0,0.88
0.9,0.93,1.0,1.0,0.88,0.95,1.0,1.0,1.0,0.88,0.96,1.0,1.0,1.0,0.88
0.9,0.93,1.0,1.0,0.88,0.95,1.0,1.0,1.0,0.88,0.96,1.0,1.0,1.0,0.88
0.9,0.93,1.0,1.0,0.88,0.95,1.0,1.0,1.0,0.88,0.96,1.0,1.0,1.0,0.88
0.9,0.93,1.0,1.0,0.88,0.95,1.0,1.0,1.0,0.88,0.96,1.0,1.0,1.0,0.88
0.9,0.93,1.0,1.0,0.88,0.95,1.0,1.0,1.0,0.88,0.96,1.0,1.0,1.0,0.88
0.88,0.87,1.0,1.0,0.88,0.95,1.0,1.0,1.0,0.88,0.96,1.0,1.0,1.0,0.88
0.88,0.87,1.0,1.0,0.87,0.95,1.0,1.0,1.0,0.87,0.96,1.0,1.0,1.0,0.87
0.88,0.87,1.0,1.0,0.87,0.95,1.0,1.0,1.0,0.87,0.96,1.0,1.0,1.0,0.87
0.88,0.87,1.0,1.0,0.86,0.95,1.0,1.0,1.0,0.86,0.96,1.0,1.0,1.0,0.86
0.89,0.9,1.0,1.0,0.86,0.95,1.0,1.0,1.0,0.86,0.97,1.0,1.0,1.0,0.86
0.89,0.9,1.0,1.0,0.87,0.95,1.0,1.0,1.0,0.87,0.97,1.0,1.0,1.0,0.87
0.9,0.92,1.0,1.0,0.87,0.95,1.0,1.0,1.0,0.87,0.98,1.0,1.0,1.0,0.87
0.9,0.92,1.0,1.0,0.88,0.95,1.0,1.0,1.0,0.88,0.98,1.0,1.0,1.0,0.88
0.9,0.92,1.0,1.0,0.87,0.95,1.0,1.0,1.0,0.87,0.98,1.0,1.0,1.0,0.87
0.89,0.9,1.0,1.0,0.86,0.94,1.0,1.0,1.0,0.86,0.97,1.0,1.0,1.0,0.86
0.89,0.9,1.0,1.0,0.86,0.94,1.0,1.0,1.0,0.86,0.97,1.0,1.0,1.0,0.86
0.89,0.9,1.0,1.0,0.86,0.94,1.0,1.0,1.0,0.86,0.97,1.0,1.0,1.0,0.86
0.89,0.9,1.0,1.0,0.86,0.94,1.0,1.0,1.0,0.86,0.97,1.0,1.0,1.0,0.86
0.89,0.9,1.0,1.0,0.86,0.94,1.0,1.0,1.0,0.86,0.97,1.0,1.0,1.0,0.86
0.89,0.9,1.0,1.0,0.85,0.93,1.0,1.0,1.0,0.85,0.97,1.0,1.0,1.0,0.85
0.88,0.87,1.0,1.0,0.84,0.92,1.0,1.0,1.0,0.84,0.96,1.0,1.0,1.0,0.84
0.88,0.87,1.0,1.0,0.84,0.92,1.0,1.0,1.0,0.84,0.96,1.0,1.0,1.0,0.84
0.88,0.87,1.0,1.0,0.83,0.92,1.0,1.0,1.0,0.83,0.96,1.0,1.0,1.0,0.83
0.87,0.85,1.0,1.0,0.82,0.91,1.0,1.0,1.0,0.82,0.95,1.0,1.0,1.0,0.82
0.87,0.85,1.0,1.0,0.82,0.91,1.0,1.0,1.0,0.82,0.95,1.0,1.0,1.0,0.82
0.87,0.85,1.0,1.0,0.82,0.91,1.0,1.0,1.0,0.82,0.95,1.0,1.0,1.0,0.82
0.88,0.87,1.0,1.0,0.82,0.92,1.0,1.0,1.0,0.82,0.96,1.0,1.0,1.0,0.82
0.88,0.87,1.0,1.0,0.82,0.92,1.0,1.0,1.0,0.82,0.96,1.0,1.0,1.0,0.82
0.88,0.87,1.0,1.0,0.82,0.92,1.0,1.0,1.0,0.82,0.96,1.0,1.0,1.0,0.82
0.88,0.87,1.0,1.0,0.82,0.92,1.0,1.0,1.0,0.82,0.96,1.0,1.0,1.0,0.82
