IBDD-CC,IBDD-ACC,IBDD-MS,IBDD-DyS,real_IBDD,baseline-CC,baseline-ACC,baseline-MS,baseline-DyS,real_baseline,IKS-CC,IKS-ACC,IKS-MS,IKS-DyS,real_IKS
0.18,0.26,0.26,0.25,0.29,0.28,0.2,0.25,0.24,0.29,0.16,0.23,0.27,0.24,0.29
0.18,0.26,0.26,0.25,0.29,0.28,0.2,0.24,0.24,0.29,0.16,0.23,0.27,0.24,0.29
0.18,0.26,0.26,0.25,0.29,0.28,0.2,0.24,0.24,0.29,0.16,0.23,0.27,0.24,0.29
0.18,0.26,0.26,0.25,0.29,0.28,0.2,0.25,0.24,0.29,0.16,0.23,0.26,0.24,0.29
0.18,0.26,0.27,0.26,0.29,0.29,0.21,0.26,0.24,0.29,0.16,0.23,0.27,0.25,0.29
0.17,0.25,0.25,0.24,0.29,0.28,0.2,0.25,0.23,0.29,0.15,0.21,0.26,0.23,0.29
0.17,0.25,0.24,0.24,0.28,0.27,0.18,0.24,0.22,0.28,0.15,0.21,0.24,0.23,0.28
0.17,0.25,0.25,0.24,0.28,0.27,0.18,0.25,0.22,0.28,0.15,0.21,0.26,0.23,0.28
0.17,0.25,0.25,0.24,0.28,0.26,0.16,0.25,0.22,0.28,0.15,0.21,0.26,0.23,0.28
0.16,0.23,0.23,0.22,0.27,0.26,0.16,0.23,0.21,0.27,0.14,0.19,0.24,0.22,0.27
0.16,0.23,0.23,0.22,0.26,0.26,0.16,0.23,0.21,0.26,0.14,0.19,0.24,0.22,0.26
0.15,0.21,0.21,0.21,0.26,0.25,0.15,0.21,0.2,0.26,0.13,0.17,0.22,0.2,0.26
0.15,0.21,0.21,0.21,0.26,0.26,0.16,0.22,0.2,0.26,0.13,0.17,0.22,0.2,0.26
0.15,0.21,0.21,0.2,0.26,0.26,0.16,0.21,0.2,0.26,0.13,0.17,0.22,0.2,0.26
0.15,0.21,0.21,0.2,0.26,0.26,0.16,0.21,0.2,0.26,0.13,0.17,0.22,0.2,0.26
0.15,0.21,0.2,0.2,0.26,0.26,0.16,0.21,0.2,0.26,0.13,0.17,0.2,0.2,0.26
0.15,0.21,0.2,0.2,0.26,0.26,0.16,0.22,0.2,0.26,0.13,0.17,0.2,0.2,0.26
0.15,0.21,0.2,0.2,0.25,0.26,0.16,0.22,0.2,0.25,0.13,0.17,0.22,0.2,0.25
0.15,0.21,0.2,0.2,0.24,0.26,0.16,0.21,0.2,0.24,0.13,0.17,0.2,0.2,0.24
0.15,0.21,0.2,0.2,0.24,0.27,0.18,0.22,0.2,0.24,0.13,0.17,0.22,0.2,0.24
0.16,0.23,0.23,0.22,0.25,0.28,0.2,0.24,0.22,0.25,0.14,0.19,0.24,0.21,0.25
0.16,0.23,0.23,0.22,0.25,0.28,0.2,0.24,0.22,0.25,0.14,0.19,0.24,0.22,0.25
0.16,0.23,0.23,0.22,0.25,0.28,0.2,0.24,0.22,0.25,0.14,0.19,0.24,0.21,0.25
0.16,0.23,0.23,0.22,0.25,0.28,0.2,0.24,0.22,0.25,0.14,0.19,0.23,0.21,0.25
0.15,0.21,0.21,0.2,0.24,0.27,0.18,0.22,0.2,0.24,0.13,0.17,0.21,0.19,0.24
0.14,0.19,0.19,0.18,0.23,0.26,0.16,0.2,0.18,0.23,0.12,0.15,0.18,0.17,0.23
0.14,0.19,0.18,0.18,0.22,0.26,0.16,0.2,0.19,0.22,0.12,0.15,0.18,0.17,0.22
0.14,0.19,0.19,0.19,0.21,0.27,0.18,0.2,0.19,0.21,0.12,0.15,0.19,0.17,0.21
0.13,0.17,0.17,0.17,0.21,0.26,0.16,0.18,0.18,0.21,0.11,0.13,0.17,0.16,0.21
0.13,0.17,0.17,0.17,0.21,0.25,0.15,0.18,0.17,0.21,0.11,0.13,0.18,0.16,0.21
0.13,0.17,0.17,0.17,0.2,0.25,0.15,0.18,0.17,0.2,0.11,0.13,0.17,0.16,0.2
0.13,0.17,0.17,0.17,0.2,0.25,0.15,0.18,0.17,0.2,0.11,0.13,0.18,0.16,0.2
0.13,0.17,0.17,0.17,0.2,0.25,0.15,0.18,0.17,0.2,0.11,0.13,0.18,0.16,0.2
0.13,0.17,0.17,0.17,0.2,0.25,0.15,0.18,0.17,0.2,0.11,0.13,0.18,0.16,0.2
0.13,0.17,0.17,0.17,0.2,0.25,0.15,0.18,0.17,0.2,0.11,0.13,0.18,0.16,0.2
0.13,0.17,0.17,0.17,0.2,0.25,0.15,0.18,0.17,0.2,0.11,0.13,0.18,0.16,0.2
0.13,0.17,0.17,0.17,0.2,0.25,0.15,0.18,0.17,0.2,0.11,0.13,0.18,0.16,0.2
0.12,0.15,0.15,0.15,0.2,0.24,0.13,0.16,0.15,0.2,0.1,0.11,0.16,0.15,0.2
0.12,0.15,0.15,0.15,0.19,0.24,0.13,0.16,0.16,0.19,0.1,0.11,0.16,0.15,0.19
0.11,0.13,0.14,0.14,0.19,0.23,0.11,0.15,0.14,0.19,0.1,0.11,0.16,0.14,0.19
0.11,0.13,0.14,0.14,0.18,0.23,0.11,0.14,0.14,0.18,0.1,0.11,0.16,0.14,0.18
0.11,0.13,0.14,0.14,0.18,0.23,0.11,0.14,0.14,0.18,0.1,0.11,0.16,0.14,0.18
0.11,0.13,0.14,0.14,0.18,0.23,0.11,0.14,0.14,0.18,0.1,0.11,0.16,0.14,0.18
0.11,0.13,0.15,0.15,0.18,0.23,0.11,0.14,0.14,0.18,0.1,0.11,0.16,0.14,0.18
0.11,0.13,0.16,0.15,0.18,0.24,0.13,0.15,0.15,0.18,0.1,0.11,0.16,0.15,0.18
0.12,0.15,0.18,0.17,0.19,0.25,0.15,0.17,0.16,0.19,0.11,0.13,0.18,0.16,0.19
0.12,0.15,0.17,0.16,0.19,0.24,0.13,0.16,0.15,0.19,0.11,0.13,0.18,0.16,0.19
0.12,0.15,0.17,0.16,0.18,0.24,0.13,0.16,0.15,0.18,0.11,0.13,0.18,0.16,0.18
0.13,0.17,0.19,0.18,0.17,0.25,0.15,0.18,0.17,0.17,0.12,0.15,0.2,0.18,0.17
0.14,0.19,0.2,0.2,0.18,0.26,0.16,0.2,0.18,0.18,0.13,0.17,0.22,0.2,0.18
0.15,0.21,0.22,0.21,0.19,0.26,0.16,0.2,0.19,0.19,0.14,0.19,0.23,0.2,0.19
0.15,0.21,0.22,0.22,0.19,0.26,0.16,0.2,0.19,0.19,0.14,0.19,0.23,0.2,0.19
0.16,0.23,0.24,0.23,0.18,0.27,0.18,0.22,0.21,0.18,0.15,0.21,0.25,0.22,0.18
0.17,0.25,0.26,0.24,0.18,0.28,0.2,0.24,0.22,0.18,0.16,0.23,0.26,0.23,0.18
0.17,0.25,0.26,0.24,0.18,0.28,0.2,0.24,0.22,0.18,0.16,0.23,0.26,0.23,0.18
0.17,0.24,0.24,0.18,0.17,0.28,0.2,0.24,0.22,0.17,0.16,0.23,0.26,0.23,0.17
0.17,0.24,0.24,0.19,0.16,0.29,0.21,0.26,0.23,0.16,0.16,0.23,0.26,0.23,0.16
0.18,0.26,0.26,0.2,0.16,0.29,0.21,0.27,0.24,0.16,0.16,0.23,0.27,0.23,0.16
0.19,0.28,0.28,0.21,0.17,0.3,0.23,0.27,0.25,0.17,0.17,0.25,0.27,0.25,0.17
0.19,0.28,0.28,0.21,0.17,0.31,0.25,0.28,0.26,0.17,0.17,0.25,0.27,0.25,0.17
0.19,0.28,0.28,0.21,0.17,0.32,0.26,0.29,0.27,0.17,0.17,0.25,0.27,0.25,0.17
0.2,0.3,0.3,0.22,0.17,0.33,0.28,0.3,0.28,0.17,0.18,0.26,0.29,0.26,0.17
0.2,0.3,0.3,0.22,0.17,0.32,0.26,0.3,0.28,0.17,0.18,0.26,0.29,0.26,0.17
0.2,0.3,0.3,0.23,0.17,0.33,0.28,0.31,0.29,0.17,0.18,0.26,0.3,0.27,0.17
0.2,0.3,0.3,0.22,0.17,0.33,0.28,0.31,0.29,0.17,0.18,0.26,0.3,0.27,0.17
0.2,0.3,0.3,0.22,0.16,0.33,0.28,0.3,0.29,0.16,0.18,0.26,0.3,0.27,0.16
0.19,0.28,0.28,0.22,0.16,0.34,0.3,0.32,0.3,0.16,0.18,0.26,0.3,0.27,0.16
0.19,0.28,0.28,0.22,0.15,0.34,0.3,0.31,0.3,0.15,0.18,0.26,0.3,0.27,0.15
0.19,0.28,0.28,0.22,0.15,0.35,0.31,0.32,0.31,0.15,0.18,0.26,0.3,0.27,0.15
0.2,0.3,0.3,0.23,0.15,0.36,0.33,0.33,0.33,0.15,0.19,0.28,0.32,0.29,0.15
0.21,0.32,0.32,0.25,0.15,0.37,0.34,0.35,0.35,0.15,0.2,0.3,0.34,0.32,0.15
0.22,0.34,0.34,0.26,0.15,0.38,0.36,0.37,0.36,0.15,0.21,0.32,0.36,0.34,0.15
0.22,0.34,0.34,0.26,0.15,0.39,0.38,0.38,0.38,0.15,0.21,0.32,0.37,0.34,0.15
0.23,0.36,0.36,0.28,0.15,0.4,0.39,0.4,0.4,0.15,0.22,0.34,0.39,0.36,0.15
0.23,0.36,0.36,0.28,0.15,0.4,0.39,0.4,0.4,0.15,0.22,0.34,0.39,0.36,0.15
0.23,0.36,0.36,0.28,0.14,0.4,0.39,0.4,0.4,0.14,0.22,0.34,0.39,0.35,0.14
0.23,0.36,0.36,0.28,0.14,0.4,0.39,0.4,0.39,0.14,0.22,0.34,0.39,0.35,0.14
0.24,0.38,0.38,0.3,0.13,0.41,0.41,0.42,0.41,0.13,0.23,0.36,0.4,0.37,0.13
0.24,0.38,0.38,0.3,0.13,0.41,0.41,0.42,0.41,0.13,0.23,0.36,0.4,0.37,0.13
0.24,0.38,0.39,0.3,0.13,0.41,0.41,0.43,0.42,0.13,0.23,0.36,0.41,0.36,0.13
0.25,0.4,0.41,0.32,0.13,0.42,0.43,0.44,0.43,0.13,0.24,0.38,0.43,0.38,0.13
0.25,0.4,0.41,0.32,0.13,0.42,0.43,0.44,0.43,0.13,0.24,0.38,0.43,0.39,0.13
0.24,0.38,0.39,0.3,0.13,0.41,0.41,0.43,0.42,0.13,0.24,0.38,0.42,0.38,0.13
0.25,0.4,0.41,0.32,0.12,0.41,0.41,0.44,0.42,0.12,0.25,0.4,0.43,0.39,0.12
0.25,0.4,0.42,0.32,0.12,0.41,0.41,0.44,0.42,0.12,0.25,0.4,0.43,0.39,0.12
0.25,0.4,0.42,0.33,0.12,0.42,0.43,0.45,0.44,0.12,0.26,0.42,0.45,0.41,0.12
0.26,0.42,0.44,0.35,0.11,0.42,0.43,0.46,0.44,0.11,0.27,0.43,0.46,0.42,0.11
0.26,0.42,0.44,0.35,0.11,0.42,0.43,0.46,0.45,0.11,0.27,0.43,0.46,0.43,0.11
0.27,0.44,0.45,0.36,0.11,0.43,0.44,0.48,0.46,0.11,0.28,0.45,0.48,0.44,0.11
0.28,0.46,0.47,0.38,0.11,0.44,0.46,0.5,0.48,0.11,0.29,0.47,0.5,0.46,0.11
0.27,0.44,0.45,0.37,0.11,0.43,0.44,0.48,0.46,0.11,0.28,0.45,0.48,0.44,0.11
0.28,0.46,0.47,0.38,0.1,0.44,0.46,0.5,0.48,0.1,0.29,0.47,0.5,0.46,0.1
0.28,0.46,0.47,0.38,0.1,0.44,0.46,0.5,0.48,0.1,0.29,0.47,0.5,0.45,0.1
0.29,0.48,0.49,0.4,0.1,0.45,0.48,0.52,0.49,0.1,0.3,0.49,0.52,0.47,0.1
0.3,0.5,0.51,0.41,0.1,0.46,0.49,0.53,0.51,0.1,0.31,0.51,0.54,0.5,0.1
0.31,0.52,0.53,0.43,0.1,0.46,0.49,0.54,0.52,0.1,0.32,0.53,0.55,0.52,0.1
0.31,0.52,0.53,0.43,0.1,0.46,0.49,0.54,0.52,0.1,0.32,0.53,0.55,0.52,0.1
0.32,0.54,0.55,0.44,0.09,0.47,0.51,0.55,0.53,0.09,0.33,0.55,0.57,0.53,0.09
0.32,0.54,0.55,0.44,0.09,0.48,0.52,0.57,0.55,0.09,0.34,0.57,0.59,0.55,0.09
0.33,0.56,0.57,0.46,0.09,0.49,0.54,0.58,0.56,0.09,0.35,0.58,0.61,0.57,0.09
0.34,0.58,0.59,0.47,0.1,0.5,0.56,0.6,0.58,0.1,0.36,0.6,0.62,0.58,0.1
0.35,0.6,0.61,0.49,0.1,0.51,0.57,0.62,0.6,0.1,0.37,0.62,0.64,0.61,0.1
0.36,0.62,0.62,0.51,0.1,0.52,0.59,0.64,0.62,0.1,0.38,0.64,0.66,0.63,0.1
0.36,0.62,0.63,0.51,0.1,0.52,0.59,0.64,0.62,0.1,0.38,0.64,0.67,0.64,0.1
0.37,0.64,0.65,0.53,0.1,0.52,0.59,0.66,0.63,0.1,0.39,0.66,0.68,0.65,0.1
0.38,0.66,0.67,0.54,0.11,0.53,0.61,0.67,0.64,0.11,0.4,0.68,0.7,0.66,0.11
0.39,0.68,0.69,0.55,0.11,0.54,0.62,0.69,0.66,0.11,0.41,0.7,0.72,0.69,0.11
0.4,0.7,0.71,0.57,0.11,0.55,0.64,0.7,0.67,0.11,0.42,0.72,0.74,0.7,0.11
0.41,0.72,0.72,0.59,0.11,0.56,0.66,0.72,0.68,0.11,0.43,0.74,0.75,0.71,0.11
0.42,0.74,0.73,0.6,0.12,0.56,0.66,0.72,0.69,0.12,0.44,0.75,0.76,0.72,0.12
0.43,0.76,0.75,0.61,0.12,0.57,0.67,0.73,0.7,0.12,0.45,0.77,0.78,0.73,0.12
0.44,0.78,0.76,0.62,0.13,0.58,0.69,0.75,0.71,0.13,0.46,0.79,0.8,0.75,0.13
0.44,0.78,0.76,0.62,0.13,0.58,0.69,0.76,0.72,0.13,0.47,0.81,0.81,0.77,0.13
0.45,0.8,0.78,0.64,0.13,0.59,0.7,0.78,0.74,0.13,0.48,0.83,0.83,0.79,0.13
0.46,0.82,0.8,0.65,0.13,0.6,0.72,0.81,0.76,0.13,0.49,0.85,0.85,0.81,0.13
0.47,0.84,0.82,0.67,0.14,0.61,0.74,0.82,0.77,0.14,0.5,0.87,0.87,0.83,0.14
0.47,0.84,0.82,0.67,0.14,0.61,0.74,0.82,0.77,0.14,0.5,0.87,0.87,0.84,0.14
0.48,0.86,0.84,0.69,0.14,0.62,0.75,0.83,0.78,0.14,0.51,0.89,0.89,0.85,0.14
0.14,0.18,0.39,0.01,0.14,0.63,0.77,0.85,0.8,0.14,0.52,0.91,0.91,0.87,0.14
0.14,0.18,0.39,0.01,0.14,0.62,0.75,0.85,0.79,0.14,0.52,0.91,0.9,0.86,0.14
0.14,0.18,0.39,0.04,0.15,0.62,0.75,0.84,0.78,0.15,0.52,0.91,0.89,0.86,0.15
0.15,0.21,0.41,0.08,0.14,0.63,0.77,0.87,0.81,0.14,0.53,0.92,0.91,0.87,0.14
0.15,0.21,0.43,0.08,0.14,0.64,0.79,0.88,0.82,0.14,0.53,0.92,0.92,0.88,0.14
0.16,0.23,0.45,0.11,0.14,0.65,0.8,0.91,0.85,0.14,0.54,0.94,0.93,0.9,0.14
0.17,0.26,0.47,0.14,0.15,0.66,0.82,0.93,0.87,0.15,0.55,0.96,0.95,0.92,0.15
0.18,0.28,0.5,0.17,0.15,0.67,0.84,0.94,0.88,0.15,0.56,0.98,0.96,0.94,0.15
0.18,0.28,0.5,0.17,0.15,0.67,0.84,0.94,0.88,0.15,0.56,0.98,0.98,0.95,0.15
0.19,0.31,0.51,0.19,0.15,0.67,0.84,0.95,0.89,0.15,0.57,1.0,0.98,0.95,0.15
0.19,0.31,0.51,0.19,0.15,0.67,0.84,0.95,0.89,0.15,0.57,1.0,0.98,0.95,0.15
0.18,0.28,0.5,0.17,0.15,0.67,0.84,0.95,0.89,0.15,0.57,1.0,0.98,0.95,0.15
0.18,0.28,0.52,0.2,0.14,0.68,0.85,0.97,0.9,0.14,0.58,1.0,1.0,0.96,0.14
0.19,0.31,0.54,0.22,0.14,0.69,0.87,0.98,0.91,0.14,0.59,1.0,1.0,0.97,0.14
0.2,0.33,0.57,0.27,0.14,0.7,0.89,1.0,0.93,0.14,0.6,1.0,1.0,0.99,0.14
0.21,0.36,0.6,0.28,0.15,0.71,0.9,1.0,0.95,0.15,0.61,1.0,1.0,1.0,0.15
0.22,0.38,0.62,0.31,0.16,0.72,0.92,1.0,0.96,0.16,0.62,1.0,1.0,1.0,0.16
0.22,0.38,0.62,0.32,0.16,0.73,0.93,1.0,0.98,0.16,0.63,1.0,1.0,1.0,0.16
0.22,0.38,0.66,0.36,0.16,0.74,0.95,1.0,0.99,0.16,0.64,1.0,1.0,1.0,0.16
0.23,0.41,0.69,0.37,0.16,0.75,0.97,1.0,1.0,0.16,0.65,1.0,1.0,1.0,0.16
0.24,0.44,0.71,0.41,0.16,0.76,0.98,1.0,1.0,0.16,0.65,1.0,1.0,1.0,0.16
0.24,0.44,0.72,0.44,0.16,0.77,1.0,1.0,1.0,0.16,0.66,1.0,1.0,1.0,0.16
0.25,0.46,0.75,0.47,0.16,0.78,1.0,1.0,1.0,0.16,0.67,1.0,1.0,1.0,0.16
0.25,0.46,0.76,0.48,0.16,0.78,1.0,1.0,1.0,0.16,0.67,1.0,1.0,1.0,0.16
0.16,0.22,0.43,0.0,0.16,0.78,1.0,1.0,1.0,0.16,0.67,1.0,1.0,1.0,0.16
0.16,0.22,0.43,0.0,0.16,0.79,1.0,1.0,1.0,0.16,0.68,1.0,1.0,1.0,0.16
0.17,0.24,0.48,0.0,0.16,0.79,1.0,1.0,1.0,0.16,0.69,1.0,1.0,1.0,0.16
0.17,0.24,0.48,0.01,0.17,0.79,1.0,1.0,1.0,0.17,0.69,1.0,1.0,1.0,0.17
0.17,0.24,0.48,0.02,0.16,0.8,1.0,1.0,1.0,0.16,0.69,1.0,1.0,1.0,0.16
0.18,0.27,0.52,0.03,0.16,0.8,1.0,1.0,1.0,0.16,0.69,1.0,1.0,1.0,0.16
0.19,0.3,0.57,0.08,0.16,0.8,1.0,1.0,1.0,0.16,0.69,1.0,1.0,1.0,0.16
0.19,0.3,0.57,0.08,0.17,0.8,1.0,1.0,1.0,0.17,0.69,1.0,1.0,1.0,0.17
0.19,0.3,0.52,0.11,0.16,0.8,1.0,1.0,1.0,0.16,0.69,1.0,1.0,1.0,0.16
0.19,0.3,0.52,0.11,0.15,0.8,1.0,1.0,1.0,0.15,0.69,1.0,1.0,1.0,0.15
0.2,0.32,0.57,0.12,0.16,0.8,1.0,1.0,1.0,0.16,0.69,1.0,1.0,1.0,0.16
0.21,0.35,0.57,0.16,0.16,0.8,1.0,1.0,1.0,0.16,0.69,1.0,1.0,1.0,0.16
0.22,0.38,0.61,0.2,0.17,0.81,1.0,1.0,1.0,0.17,0.7,1.0,1.0,1.0,0.17
0.23,0.41,0.61,0.23,0.17,0.81,1.0,1.0,1.0,0.17,0.7,1.0,1.0,1.0,0.17
0.24,0.43,0.64,0.27,0.17,0.81,1.0,1.0,1.0,0.17,0.71,1.0,1.0,1.0,0.17
0.25,0.46,0.68,0.3,0.17,0.81,1.0,1.0,1.0,0.17,0.71,1.0,1.0,1.0,0.17
0.24,0.43,0.64,0.29,0.17,0.81,1.0,1.0,1.0,0.17,0.7,1.0,1.0,1.0,0.17
0.24,0.43,0.64,0.31,0.16,0.81,1.0,1.0,1.0,0.16,0.71,1.0,1.0,1.0,0.16
0.25,0.46,0.65,0.34,0.16,0.81,1.0,1.0,1.0,0.16,0.72,1.0,1.0,1.0,0.16
0.26,0.49,0.68,0.37,0.17,0.81,1.0,1.0,1.0,0.17,0.72,1.0,1.0,1.0,0.17
0.27,0.51,0.68,0.41,0.17,0.82,1.0,1.0,1.0,0.17,0.73,1.0,1.0,1.0,0.17
0.28,0.54,0.72,0.44,0.18,0.82,1.0,1.0,1.0,0.18,0.74,1.0,1.0,1.0,0.18
0.18,0.3,0.58,0.0,0.18,0.82,1.0,1.0,1.0,0.18,0.73,1.0,1.0,1.0,0.18
0.18,0.3,0.58,0.0,0.18,0.82,1.0,1.0,1.0,0.18,0.73,1.0,1.0,1.0,0.18
0.19,0.33,0.6,0.0,0.19,0.82,1.0,1.0,1.0,0.19,0.74,1.0,1.0,1.0,0.19
0.2,0.37,0.65,0.0,0.19,0.83,1.0,1.0,1.0,0.19,0.75,1.0,1.0,1.0,0.19
0.21,0.4,0.65,0.04,0.19,0.83,1.0,1.0,1.0,0.19,0.76,1.0,1.0,1.0,0.19
0.21,0.4,0.65,0.08,0.19,0.83,1.0,1.0,1.0,0.19,0.76,1.0,1.0,1.0,0.19
0.22,0.43,0.7,0.15,0.19,0.83,1.0,1.0,1.0,0.19,0.76,1.0,1.0,1.0,0.19
0.23,0.47,0.75,0.2,0.19,0.83,1.0,1.0,1.0,0.19,0.76,1.0,1.0,1.0,0.19
0.24,0.5,0.79,0.21,0.2,0.83,1.0,1.0,1.0,0.2,0.77,1.0,1.0,1.0,0.2
0.24,0.5,0.79,0.23,0.2,0.83,1.0,1.0,1.0,0.2,0.77,1.0,1.0,1.0,0.2
0.25,0.53,0.79,0.27,0.21,0.83,1.0,1.0,1.0,0.21,0.77,1.0,1.0,1.0,0.21
0.26,0.57,0.81,0.31,0.21,0.83,1.0,1.0,1.0,0.21,0.77,1.0,1.0,1.0,0.21
0.25,0.53,0.8,0.33,0.21,0.82,1.0,1.0,1.0,0.21,0.76,1.0,1.0,1.0,0.21
0.26,0.57,0.81,0.35,0.21,0.82,1.0,1.0,1.0,0.21,0.76,1.0,1.0,1.0,0.21
0.27,0.6,0.83,0.37,0.22,0.83,1.0,1.0,1.0,0.22,0.77,1.0,1.0,1.0,0.22
0.28,0.63,0.85,0.39,0.22,0.83,1.0,1.0,1.0,0.22,0.78,1.0,1.0,1.0,0.22
0.22,0.44,0.64,0.0,0.22,0.82,1.0,1.0,1.0,0.22,0.77,1.0,1.0,1.0,0.22
0.23,0.48,0.68,0.01,0.22,0.83,1.0,1.0,1.0,0.22,0.78,1.0,1.0,1.0,0.22
0.23,0.48,0.68,0.1,0.22,0.84,1.0,1.0,1.0,0.22,0.79,1.0,1.0,1.0,0.22
0.23,0.48,0.68,0.1,0.22,0.84,1.0,1.0,1.0,0.22,0.79,1.0,1.0,1.0,0.22
0.24,0.52,0.73,0.15,0.23,0.85,1.0,1.0,1.0,0.23,0.8,1.0,1.0,1.0,0.23
0.25,0.56,0.73,0.21,0.23,0.85,1.0,1.0,1.0,0.23,0.8,1.0,1.0,1.0,0.23
0.26,0.59,0.73,0.25,0.23,0.85,1.0,1.0,1.0,0.23,0.8,1.0,1.0,1.0,0.23
0.27,0.63,0.77,0.27,0.24,0.86,1.0,1.0,1.0,0.24,0.81,1.0,1.0,1.0,0.24
0.27,0.63,0.78,0.31,0.24,0.86,1.0,1.0,1.0,0.24,0.81,1.0,1.0,1.0,0.24
0.27,0.63,0.77,0.3,0.24,0.85,1.0,1.0,1.0,0.24,0.8,1.0,1.0,1.0,0.24
0.27,0.63,0.77,0.31,0.24,0.85,1.0,1.0,1.0,0.24,0.8,1.0,1.0,1.0,0.24
0.28,0.67,0.82,0.33,0.24,0.85,1.0,1.0,1.0,0.24,0.8,1.0,1.0,1.0,0.24
0.29,0.7,0.85,0.38,0.25,0.86,1.0,1.0,1.0,0.25,0.81,1.0,1.0,1.0,0.25
0.29,0.7,0.85,0.4,0.25,0.86,1.0,1.0,1.0,0.25,0.81,1.0,1.0,1.0,0.25
0.29,0.7,0.85,0.4,0.25,0.86,1.0,1.0,1.0,0.25,0.81,1.0,1.0,1.0,0.25
0.3,0.74,0.85,0.44,0.25,0.86,1.0,1.0,1.0,0.25,0.81,1.0,1.0,1.0,0.25
0.3,0.74,0.87,0.48,0.25,0.86,1.0,1.0,1.0,0.25,0.81,1.0,1.0,1.0,0.25
0.31,0.78,0.87,0.49,0.25,0.86,1.0,1.0,1.0,0.25,0.81,1.0,1.0,1.0,0.25
0.31,0.78,0.87,0.5,0.25,0.86,1.0,1.0,1.0,0.25,0.81,1.0,1.0,1.0,0.25
0.3,0.74,0.87,0.5,0.25,0.86,1.0,1.0,1.0,0.25,0.81,1.0,1.0,1.0,0.25
0.29,0.7,0.85,0.47,0.24,0.85,1.0,1.0,1.0,0.24,0.8,1.0,1.0,1.0,0.24
0.29,0.7,0.85,0.46,0.23,0.84,1.0,1.0,1.0,0.23,0.79,1.0,1.0,1.0,0.23
0.29,0.7,0.85,0.49,0.23,0.84,1.0,1.0,1.0,0.23,0.79,1.0,1.0,1.0,0.23
0.29,0.7,0.83,0.48,0.23,0.84,1.0,1.0,1.0,0.23,0.79,1.0,1.0,1.0,0.23
0.3,0.74,0.83,0.5,0.24,0.84,1.0,1.0,1.0,0.24,0.79,1.0,1.0,1.0,0.24
0.3,0.74,0.83,0.53,0.24,0.84,1.0,1.0,1.0,0.24,0.79,1.0,1.0,1.0,0.24
0.31,0.78,0.86,0.56,0.24,0.84,1.0,1.0,1.0,0.24,0.79,1.0,1.0,1.0,0.24
0.32,0.81,0.86,0.57,0.24,0.84,1.0,1.0,1.0,0.24,0.79,1.0,1.0,1.0,0.24
0.32,0.81,0.86,0.6,0.24,0.84,1.0,1.0,1.0,0.24,0.79,1.0,1.0,1.0,0.24
0.32,0.81,0.86,0.61,0.24,0.84,1.0,1.0,1.0,0.24,0.79,1.0,1.0,1.0,0.24
0.33,0.85,0.87,0.62,0.24,0.84,1.0,1.0,1.0,0.24,0.79,1.0,1.0,1.0,0.24
0.32,0.81,0.86,0.62,0.24,0.84,1.0,1.0,1.0,0.24,0.79,1.0,1.0,1.0,0.24
0.32,0.81,0.86,0.62,0.23,0.84,1.0,1.0,1.0,0.23,0.79,1.0,1.0,1.0,0.23
0.31,0.78,0.86,0.62,0.23,0.84,1.0,1.0,1.0,0.23,0.79,1.0,1.0,1.0,0.23
0.31,0.78,0.86,0.64,0.22,0.84,1.0,1.0,1.0,0.22,0.79,1.0,1.0,1.0,0.22
0.3,0.74,0.84,0.66,0.22,0.84,1.0,1.0,1.0,0.22,0.79,1.0,1.0,1.0,0.22
0.31,0.78,0.87,0.68,0.22,0.85,1.0,1.0,1.0,0.22,0.8,1.0,1.0,1.0,0.22
0.32,0.81,0.88,0.69,0.23,0.85,1.0,1.0,1.0,0.23,0.8,1.0,1.0,1.0,0.23
0.32,0.81,0.9,0.71,0.23,0.85,1.0,1.0,1.0,0.23,0.8,1.0,1.0,1.0,0.23
0.33,0.85,0.92,0.74,0.23,0.86,1.0,1.0,1.0,0.23,0.81,1.0,1.0,1.0,0.23
0.32,0.81,0.91,0.74,0.23,0.86,1.0,1.0,1.0,0.23,0.81,1.0,1.0,1.0,0.23
0.33,0.85,0.92,0.75,0.22,0.86,1.0,1.0,1.0,0.22,0.81,1.0,1.0,1.0,0.22
0.33,0.85,0.94,0.76,0.22,0.85,1.0,1.0,1.0,0.22,0.81,1.0,1.0,1.0,0.22
0.33,0.85,0.92,0.75,0.22,0.84,1.0,1.0,1.0,0.22,0.8,1.0,1.0,1.0,0.22
0.32,0.81,0.9,0.73,0.22,0.83,1.0,1.0,1.0,0.22,0.79,1.0,1.0,1.0,0.22
0.32,0.81,0.91,0.74,0.21,0.83,1.0,1.0,1.0,0.21,0.79,1.0,1.0,1.0,0.21
0.33,0.85,0.92,0.77,0.21,0.84,1.0,1.0,1.0,0.21,0.8,1.0,1.0,1.0,0.21
0.34,0.89,0.95,0.77,0.22,0.84,1.0,1.0,1.0,0.22,0.8,1.0,1.0,1.0,0.22
0.35,0.93,0.98,0.8,0.23,0.85,1.0,1.0,1.0,0.23,0.81,1.0,1.0,1.0,0.23
0.36,0.96,1.0,0.85,0.23,0.86,1.0,1.0,1.0,0.23,0.82,1.0,1.0,1.0,0.23
0.36,0.96,1.0,0.87,0.23,0.86,1.0,1.0,1.0,0.23,0.82,1.0,1.0,1.0,0.23
